,location,total_sqft,bath,price,bhk,encoded_loc
6121,others,1517.0,2,125.0,2,245
6122,Budigere,664.0,1,35.4,1,55
6123,Devarachikkanahalli,1230.0,2,58.0,2,69
6124,Hegde Nagar,1340.0,2,72.0,2,100
6125,Sarjapur,1240.0,2,43.1,2,206
6126,Electronic City,1470.0,2,44.1,3,78
6127,Kanakpura Road,525.0,0,29.25,1,135
6128,others,1000.0,2,35.0,2,245
6129,Gunjur,1071.0,2,51.0,2,90
6130,Sector 2 HSR Layout,1512.0,3,80.0,3,210
6131,Kalyan nagar,1190.0,2,60.0,2,130
6132,Kanakpura Road,1283.0,2,63.22,2,135
6133,Mallasandra,1325.0,2,73.0,2,166
6134,Whitefield,1105.0,2,35.36,2,239
6135,Banaswadi,1600.0,3,74.5,3,34
6136,Kanakpura Road,1150.0,0,41.145,2,135
6137,Hennur,1100.0,2,44.55,2,101
6138,Talaghattapura,2099.0,3,147.0,3,222
6139,Yelachenahalli,1365.0,2,72.0,3,240
6140,Hosur Road,1250.0,2,55.0,2,110
6141,Bellandur,1170.0,2,46.79,2,43
6142,Kanakpura Road,1328.0,2,91.06,2,135
6143,1st Phase JP Nagar,1180.0,2,88.5,2,2
6144,Electronic City,1350.0,3,66.0,3,78
6145,others,3602.0,4,280.0,4,245
6146,Nagasandra,2400.0,4,145.0,4,181
6147,Electronic City Phase II,1020.0,2,32.0,2,79
6148,Begur Road,1410.0,2,49.34,3,42
6149,others,2159.0,3,120.0,3,245
6150,TC Palaya,1200.0,2,66.0,3,221
6151,Whitefield,1074.0,2,42.79,2,239
6152,others,1200.0,3,72.0,3,245
6153,Sarjapur,1170.0,2,35.41,3,206
6154,Tumkur Road,1026.5,1,31.315,1,228
6155,Bommanahalli,1660.0,2,100.0,3,50
6156,others,510.0,1,34.0,1,245
6157,Mahadevpura,1601.0,3,95.0,3,164
6158,Begur Road,952.0,2,42.0,2,42
6159,others,1166.0,2,65.0,2,245
6160,Electronic City Phase II,1900.0,3,97.0,4,79
6161,others,2100.0,6,100.0,4,245
6162,Yelenahalli,1175.0,2,50.0,2,243
6163,Bharathi Nagar,1432.0,2,68.0,2,45
6164,Bommasandra Industrial Area,1005.0,2,39.77,2,52
6165,Rajiv Nagar,1309.0,2,80.0,2,199
6166,7th Phase JP Nagar,1050.0,2,77.0,2,7
6167,Begur Road,1565.0,2,56.34,3,42
6168,others,940.0,2,56.0,2,245
6169,others,1015.0,2,40.1,2,245
6170,Electronic City,1652.0,3,110.0,3,78
6171,Whitefield,1100.0,2,52.0,2,239
6172,Rajiv Nagar,2340.0,4,145.0,4,199
6173,Kammanahalli,1200.0,1,81.0,2,132
6174,others,1400.0,3,69.0,3,245
6175,Whitefield,1267.0,2,90.33,2,239
6176,Bhoganhalli,2439.0,4,185.0,4,46
6177,others,1645.0,3,95.0,3,245
6178,Electronic City,1320.0,2,38.12,3,78
6179,Ananth Nagar,1000.0,2,29.7,2,17
6180,Kengeri Satellite Town,2480.0,2,160.0,2,144
6181,Kalyan nagar,1086.0,2,44.5,2,130
6182,Kengeri,416.0,1,18.0,1,143
6183,Hennur Road,1066.0,2,52.23,2,102
6184,OMBR Layout,1730.0,3,93.0,3,186
6185,Balagere,1205.0,2,63.86,2,28
6186,Marathahalli,2500.0,5,175.0,4,169
6187,Subramanyapura,960.0,2,55.0,2,219
6188,Haralur Road,1510.0,3,83.05,3,96
6189,others,1600.0,4,90.0,4,245
6190,Old Madras Road,2300.0,3,142.0,3,188
6191,others,1000.0,2,63.0,2,245
6192,Hormavu,1553.0,2,58.23,3,106
6193,Seegehalli,1134.0,2,45.0,2,212
6194,Horamavu Agara,2400.0,3,80.0,5,104
6195,Whitefield,2400.0,4,143.0,4,239
6196,others,1350.0,2,65.0,2,245
6197,Sarjapur,1032.0,2,42.0,2,206
6198,others,1998.0,3,117.0,3,245
6199,Murugeshpalya,1225.0,2,48.0,2,174
6200,Sarjapur  Road,1262.0,2,67.0,2,207
6201,others,1300.0,2,60.0,2,245
6202,Kothannur,1070.0,2,38.6,2,153
6203,others,950.0,2,33.0,2,245
6204,Balagere,1012.0,2,53.58,2,28
6205,TC Palaya,1000.0,2,70.0,2,221
6206,Kadugodi,1394.0,2,56.0,2,124
6207,Amruthahalli,1450.0,2,85.0,3,15
6208,Banaswadi,527.0,1,35.0,1,34
6209,Sarjapur  Road,1693.0,3,125.0,3,207
6210,Horamavu Agara,1000.0,2,46.0,2,104
6211,Kogilu,952.0,2,49.0,2,150
6212,Mysore Road,1410.0,2,64.0,3,175
6213,Hebbal Kempapura,1400.0,2,108.0,2,99
6214,Chikka Tirupathi,3056.0,5,100.0,4,60
6215,Sarjapur  Road,1826.0,3,125.0,3,207
6216,Bisuvanahalli,1075.0,2,31.0,3,49
6217,Hennur,960.0,2,48.0,2,101
6218,Channasandra,808.0,2,40.0,2,59
6219,Kodichikkanahalli,907.0,2,38.5,2,146
6220,Uttarahalli,1300.0,2,55.0,2,230
6221,Sector 1 HSR Layout,1804.0,3,150.0,3,209
6222,others,1350.0,3,81.0,3,245
6223,Whitefield,1836.0,3,125.0,3,239
6224,others,826.0,2,36.0,2,245
6225,6th Phase JP Nagar,1460.0,2,80.0,2,6
6226,BTM 2nd Stage,965.0,2,56.0,2,25
6227,Kothannur,2000.0,4,95.0,4,153
6228,Bhoganhalli,1395.0,2,70.0,3,46
6229,Sarjapur  Road,1660.0,3,116.0,3,207
6230,others,935.0,2,35.0,2,245
6231,others,1180.0,2,39.0,2,245
6232,Electronic City,1090.0,2,31.48,2,78
6233,Kanakpura Road,1204.0,2,82.0,2,135
6234,Thigalarapalya,2072.0,4,153.0,3,224
6235,Haralur Road,1056.0,2,65.0,2,96
6236,Hebbal,985.0,2,62.0,2,98
6237,Banashankari Stage V,1315.0,2,49.0,3,32
6238,KR Puram,734.0,2,22.0,2,122
6239,Kammanahalli,2900.0,4,200.0,4,132
6240,Yelahanka,2317.0,4,140.0,3,241
6241,Singasandra,600.0,1,45.0,1,215
6242,others,2200.0,3,115.0,4,245
6243,Attibele,400.0,1,11.5,1,22
6244,Yeshwanthpur,666.0,1,36.8,1,244
6245,7th Phase JP Nagar,1174.0,2,47.0,2,7
6246,Budigere,1153.0,2,56.7,2,55
6247,others,2400.0,5,85.0,5,245
6248,Sarjapur  Road,1060.0,2,50.0,2,207
6249,Banashankari,1000.0,2,50.0,2,29
6250,Kanakpura Road,1843.0,3,88.0,3,135
6251,Kanakpura Road,1150.0,2,40.25,3,135
6252,Kaval Byrasandra,1125.0,2,41.5,2,141
6253,Battarahalli,1516.0,3,65.0,3,40
6254,Brookefield,1130.0,2,56.0,2,54
6255,Iblur Village,3596.0,5,279.0,4,114
6256,Hosa Road,1512.0,3,103.0,3,107
6257,Thanisandra,1491.0,3,88.0,3,223
6258,Cox Town,1250.0,2,95.0,2,65
6259,Banashankari,1650.0,3,90.75,3,29
6260,Raja Rajeshwari Nagar,1140.0,2,48.7,2,197
6261,Thanisandra,1881.0,3,95.0,3,223
6262,Kanakpura Road,1100.0,3,56.57,3,135
6263,Iblur Village,2666.0,4,200.0,3,114
6264,others,1500.0,2,50.0,2,245
6265,Whitefield,1197.0,2,50.0,2,239
6266,others,2400.0,4,170.0,6,245
6267,Gollarapalya Hosahalli,1345.0,3,60.0,3,86
6268,KR Puram,1200.0,4,100.0,4,122
6269,Bannerghatta Road,3230.0,5,165.0,4,37
6270,Banashankari Stage II,1260.0,2,95.0,3,30
6271,9th Phase JP Nagar,1200.0,2,80.0,2,9
6272,others,1650.0,3,52.0,3,245
6273,others,600.0,1,45.0,1,245
6274,Hennur Road,973.0,2,56.0,2,102
6275,Balagere,1007.0,2,75.0,2,28
6276,Hosa Road,1107.5,1,39.99,1,107
6277,Sarjapur  Road,1830.0,3,119.0,3,207
6278,Nagavara,1077.0,2,50.0,2,182
6279,others,672.0,1,27.0,1,245
6280,others,1280.0,3,87.0,3,245
6281,Electronics City Phase 1,865.0,2,40.0,2,80
6282,Kalena Agrahara,1000.0,2,33.0,2,128
6283,CV Raman Nagar,1285.0,2,65.0,2,56
6284,Thanisandra,662.0,1,29.0,1,223
6285,Sarjapura - Attibele Road,3750.0,6,295.0,5,208
6286,Kalkere,1850.0,3,95.0,3,129
6287,Harlur,1754.0,3,132.0,3,97
6288,others,1567.0,3,100.0,3,245
6289,Hoskote,1695.0,3,50.0,3,109
6290,Bellandur,1150.0,2,69.44,2,43
6291,Karuna Nagar,1057.0,2,65.0,2,137
6292,Hebbal,1320.0,2,91.0,2,98
6293,others,1125.0,2,48.0,2,245
6294,Kanakpura Road,2254.0,3,170.0,3,135
6295,Balagere,645.0,1,34.18,1,28
6296,Rachenahalli,1050.0,2,52.08,2,196
6297,Panathur,1040.0,2,41.6,2,191
6298,1st Block Jayanagar,1760.0,3,115.0,3,0
6299,Whitefield,3596.0,3,200.0,3,239
6300,Kalkere,1365.0,3,54.0,3,129
6301,others,560.0,1,19.0,1,245
6302,Bellandur,1540.0,4,45.0,4,43
6303,Electronic City,1050.0,2,39.0,3,78
6304,Yelahanka,1653.0,3,93.0,3,241
6305,others,1471.0,2,75.0,3,245
6306,Kudlu Gate,812.0,2,38.25,2,156
6307,8th Phase JP Nagar,1504.0,2,83.0,3,8
6308,Mahadevpura,1450.0,3,75.0,3,164
6309,Kannamangala,957.0,2,54.5,2,136
6310,Attibele,460.0,1,13.0,1,22
6311,Budigere,1820.0,3,85.0,3,55
6312,Varthur Road,1033.0,2,32.0,2,232
6313,others,520.0,2,29.0,1,245
6314,OMBR Layout,1165.0,2,88.5,2,186
6315,Gottigere,1280.0,2,61.0,2,87
6316,Kanakpura Road,1550.0,3,65.1,3,135
6317,Jigani,1221.0,3,75.0,3,120
6318,others,1300.0,2,60.0,2,245
6319,Hoskote,1065.0,2,31.5,2,109
6320,Yelahanka New Town,1209.0,2,65.0,3,242
6321,Sarjapur  Road,1929.0,4,101.0,3,207
6322,Hennur Road,1255.0,2,84.0,2,102
6323,Jalahalli,1035.0,2,31.05,2,118
6324,Whitefield,1275.0,2,65.0,3,239
6325,Electronic City,1128.0,2,65.58,2,78
6326,Whitefield,1155.0,2,39.0,2,239
6327,Kengeri,1245.0,2,43.57,3,143
6328,Akshaya Nagar,1000.0,2,38.0,2,12
6329,7th Phase JP Nagar,1040.0,2,75.0,2,7
6330,others,1477.0,2,75.0,3,245
6331,Sarjapur  Road,1525.0,2,65.0,3,207
6332,others,2000.0,0,120.0,2,245
6333,others,1220.0,2,65.0,2,245
6334,Hebbal,2388.0,3,195.0,3,98
6335,Electronic City,1355.0,2,97.6,2,78
6336,Whitefield,1141.0,2,62.0,2,239
6337,Vijayanagar,1046.0,2,49.06,2,235
6338,Bannerghatta Road,630.0,1,35.0,1,37
6339,Pattandur Agrahara,1247.0,2,62.35,2,192
6340,Marathahalli,3855.0,4,220.0,4,169
6341,others,850.0,2,32.5,2,245
6342,KR Puram,1120.0,2,36.0,2,122
6343,Jakkur,1798.0,3,110.0,3,117
6344,Bisuvanahalli,1180.0,2,45.0,3,49
6345,Kereguddadahalli,1000.0,2,34.0,2,145
6346,Whitefield,1216.0,2,82.0,2,239
6347,Margondanahalli,900.0,2,65.0,2,170
6348,TC Palaya,1100.0,2,65.0,2,221
6349,Whitefield,1495.0,3,88.0,2,239
6350,Kanakpura Road,1700.0,3,120.0,3,135
6351,Whitefield,1564.0,3,103.0,3,239
6352,others,1256.0,2,65.0,2,245
6353,Bhoganhalli,1458.0,3,78.45,3,46
6354,Hoodi,1063.0,2,61.17,2,103
6355,Garudachar Palya,1150.0,2,52.5,2,84
6356,Ramamurthy Nagar,1360.0,2,45.0,2,201
6357,Marathahalli,1605.0,3,76.0,3,169
6358,LB Shastri Nagar,1250.0,2,48.5,2,159
6359,Dommasandra,850.0,2,25.4,2,76
6360,Uttarahalli,980.0,2,45.0,2,230
6361,others,1428.0,2,70.0,3,245
6362,others,1130.0,2,74.0,2,245
6363,JP Nagar,2050.0,3,82.0,3,116
6364,others,1407.0,2,83.87,2,245
6365,Whitefield,1585.0,3,84.0,3,239
6366,Jakkur,1785.0,3,130.0,3,117
6367,others,900.0,2,45.0,2,245
6368,Kanakpura Road,1843.0,3,96.2,3,135
6369,others,1200.0,2,67.0,2,245
6370,Akshaya Nagar,1113.0,2,52.0,2,12
6371,Anekal,1150.0,3,45.0,3,18
6372,Kodichikkanahalli,1181.0,2,57.0,2,146
6373,Kanakpura Road,1550.0,3,64.7,3,135
6374,1st Phase JP Nagar,1200.0,2,86.0,2,2
6375,Lingadheeranahalli,1506.0,3,95.0,3,162
6376,others,1872.0,3,152.0,3,245
6377,Sarjapur  Road,2900.0,4,240.0,4,207
6378,Talaghattapura,1040.0,2,33.28,2,222
6379,Hennur,1020.0,2,48.0,2,101
6380,others,1400.0,3,90.0,3,245
6381,Neeladri Nagar,4000.0,12,160.0,10,184
6382,others,812.0,1,26.0,1,245
6383,Kanakpura Road,1500.0,3,72.99,3,135
6384,Ananth Nagar,850.0,2,25.99,2,17
6385,Kaval Byrasandra,1180.0,2,60.0,2,141
6386,Channasandra,1010.0,2,36.0,2,59
6387,Marathahalli,1350.0,2,60.0,2,169
6388,Talaghattapura,1100.0,2,50.0,2,222
6389,Kanakpura Road,1450.0,2,62.93,3,135
6390,Raja Rajeshwari Nagar,1133.0,2,40.0,2,197
6391,Thanisandra,1564.0,3,100.0,3,223
6392,Thigalarapalya,2072.0,4,157.0,3,224
6393,Kanakapura,1460.0,2,51.1,3,134
6394,others,600.0,2,35.0,1,245
6395,others,700.0,2,35.0,2,245
6396,Yelahanka,654.0,1,38.0,1,241
6397,others,1105.0,2,50.0,2,245
6398,Hebbal Kempapura,1800.0,3,150.0,3,99
6399,others,1000.0,2,51.0,2,245
6400,others,1240.0,2,63.0,3,245
6401,Bellandur,1200.0,2,45.0,2,43
6402,Yelahanka New Town,1400.0,2,80.0,3,242
6403,others,1393.0,3,54.0,3,245
6404,Whitefield,1140.0,2,50.0,2,239
6405,others,1640.0,3,70.0,3,245
6406,others,1200.0,2,62.0,2,245
6407,Yelenahalli,1650.0,3,68.0,3,243
6408,Nagavara,2496.0,4,125.0,4,182
6409,9th Phase JP Nagar,905.0,2,32.0,2,9
6410,HAL 2nd Stage,1600.0,3,125.0,3,92
6411,Chikkalasandra,1070.0,2,45.48,2,62
6412,Koramangala,1200.0,2,100.0,2,152
6413,8th Phase JP Nagar,2600.0,4,115.0,4,8
6414,Old Airport Road,1145.0,2,75.0,2,187
6415,others,1495.0,3,55.0,3,245
6416,others,1400.0,3,53.0,3,245
6417,Whitefield,1558.0,3,90.0,3,239
6418,Balagere,1007.0,2,53.0,2,28
6419,others,1054.0,2,53.0,2,245
6420,Gollarapalya Hosahalli,996.0,2,49.0,2,86
6421,others,1275.0,2,47.0,2,245
6422,NRI Layout,1250.0,2,75.0,2,177
6423,Hennur,2502.0,4,170.0,4,101
6424,others,1394.0,2,52.0,2,245
6425,others,1075.0,2,57.0,2,245
6426,Indira Nagar,1500.0,3,120.0,3,115
6427,Rayasandra,1708.0,3,76.0,4,202
6428,others,1800.0,4,115.0,3,245
6429,Harlur,1532.0,2,65.0,2,97
6430,others,1220.0,2,54.89,2,245
6431,Hosa Road,840.0,2,28.0,2,107
6432,Bommanahalli,1250.0,4,39.0,3,50
6433,CV Raman Nagar,1030.0,2,35.0,2,56
6434,others,1499.0,3,89.0,3,245
6435,others,1280.0,2,55.0,3,245
6436,Munnekollal,1170.0,2,59.0,2,173
6437,Chikka Tirupathi,2646.0,3,99.0,3,60
6438,Yelahanka,1633.0,2,72.0,2,241
6439,others,1050.0,2,65.0,2,245
6440,others,905.0,2,50.0,2,245
6441,Raja Rajeshwari Nagar,1510.0,2,55.0,3,197
6442,Chikkalasandra,1390.0,2,60.47,3,62
6443,Kasturi Nagar,1101.0,2,66.0,2,139
6444,others,2736.0,4,130.0,4,245
6445,EPIP Zone,2350.0,4,163.0,3,77
6446,others,1056.0,2,55.0,2,245
6447,Kanakpura Road,1425.0,2,49.88,3,135
6448,Electronics City Phase 1,1450.0,3,70.0,3,80
6449,Pai Layout,1000.0,2,34.0,2,190
6450,Haralur Road,575.0,1,38.0,1,96
6451,others,1770.0,3,90.0,3,245
6452,Anandapura,616.0,3,45.0,2,16
6453,JP Nagar,745.0,1,34.27,1,116
6454,Kudlu Gate,1547.0,2,103.0,2,156
6455,Panathur,1713.0,3,120.0,3,191
6456,others,1152.0,2,57.0,2,245
6457,Dodda Nekkundi,1100.0,2,46.75,2,70
6458,others,2357.0,3,135.0,3,245
6459,Akshaya Nagar,1820.0,4,95.0,3,12
6460,Kannamangala,1865.0,3,139.0,3,136
6461,Kanakpura Road,1240.0,2,65.0,2,135
6462,Padmanabhanagar,1360.0,3,75.0,3,189
6463,ISRO Layout,4200.0,4,255.0,4,112
6464,Electronics City Phase 1,1450.0,2,63.51,3,80
6465,Budigere,1139.0,2,72.0,2,55
6466,Begur Road,1565.0,2,56.0,3,42
6467,Nagappa Reddy Layout,1200.0,2,39.0,2,179
6468,Yeshwanthpur,1855.0,3,140.0,3,244
6469,Margondanahalli,1100.0,2,55.0,2,170
6470,others,1350.0,2,65.0,3,245
6471,Hosur Road,660.0,1,23.0,1,110
6472,Kambipura,1083.0,2,48.0,3,131
6473,Hennur Road,1232.0,2,83.0,2,102
6474,Raja Rajeshwari Nagar,1550.0,3,86.8,3,197
6475,Whitefield,1227.0,2,70.0,2,239
6476,Sarjapur  Road,1059.0,2,68.0,2,207
6477,Mahadevpura,1152.0,2,54.0,2,164
6478,Kenchenahalli,870.0,1,45.0,2,142
6479,Panathur,1210.0,2,78.0,2,191
6480,Thanisandra,663.0,1,46.1,1,223
6481,Kadubeesanahalli,1365.0,3,80.0,3,123
6482,Whitefield,1704.0,3,120.0,3,239
6483,Whitefield,1256.0,2,73.0,2,239
6484,Kengeri,883.0,2,49.0,2,143
6485,Bisuvanahalli,1080.0,2,45.0,3,49
6486,9th Phase JP Nagar,1073.0,2,52.36,2,9
6487,Rajaji Nagar,3000.0,6,250.0,6,198
6488,Thanisandra,662.0,1,45.0,1,223
6489,others,1200.0,2,75.0,2,245
6490,5th Phase JP Nagar,1550.0,3,75.0,3,5
6491,Banashankari,1310.0,2,80.43,2,29
6492,Sarjapur  Road,1577.0,3,65.0,3,207
6493,Kodigehaali,1324.0,3,65.0,3,147
6494,Kothanur,1786.0,2,106.0,3,154
6495,others,565.0,1,33.0,1,245
6496,Electronic City,635.0,1,28.0,1,78
6497,8th Phase JP Nagar,1368.0,2,54.71,3,8
6498,Kanakpura Road,1450.0,3,55.0,3,135
6499,Devanahalli,1045.0,2,48.0,2,68
6500,Electronic City,1128.0,2,65.4,2,78
6501,Bhoganhalli,1125.0,2,54.0,2,46
6502,Whitefield,1195.0,2,62.38,2,239
6503,Kaggadasapura,1350.0,2,105.0,3,125
6504,Domlur,1740.0,3,120.0,3,75
6505,Bommasandra,877.0,2,29.0,2,51
6506,Whitefield,1770.0,4,68.0,3,239
6507,Yelahanka New Town,450.0,1,15.0,1,242
6508,others,1000.0,2,55.0,2,245
6509,Whitefield,1300.0,2,78.0,2,239
6510,Doddathoguru,1300.0,2,42.0,3,73
6511,others,1045.0,2,42.0,2,245
6512,others,1250.0,2,62.4,2,245
6513,others,2400.0,4,130.0,3,245
6514,Kanakpura Road,1420.0,3,68.0,3,135
6515,Sector 1 HSR Layout,1720.0,3,83.0,3,209
6516,Anandapura,1200.0,2,66.0,3,16
6517,Whitefield,1570.0,3,88.0,3,239
6518,Sarjapur  Road,1157.0,2,74.0,3,207
6519,Kanakapura,1120.0,2,39.2,2,134
6520,Kenchenahalli,1150.0,2,60.0,2,142
6521,Hebbal Kempapura,2400.0,5,200.0,5,99
6522,others,1100.0,2,70.0,2,245
6523,Kodichikkanahalli,900.0,2,42.0,2,146
6524,Talaghattapura,1372.0,2,43.9,3,222
6525,Chikka Tirupathi,4500.0,5,150.0,4,60
6526,Bisuvanahalli,1180.0,2,55.5,3,49
6527,Electronic City,1096.0,2,39.0,2,78
6528,Yeshwanthpur,2504.0,3,138.0,3,244
6529,others,420.0,1,23.5,1,245
6530,Hennur Road,1832.0,3,116.0,3,102
6531,Vasanthapura,940.0,2,40.0,2,233
6532,Electronic City Phase II,1020.0,2,29.45,2,79
6533,Abbigere,2500.0,6,81.0,6,11
6534,Raja Rajeshwari Nagar,1400.0,2,45.0,2,197
6535,others,1675.0,3,65.0,3,245
6536,Tumkur Road,708.0,2,32.0,2,228
6537,Channasandra,1123.0,2,36.0,2,59
6538,Talaghattapura,1100.0,2,49.49,2,222
6539,others,1225.0,2,71.05,2,245
6540,Lingadheeranahalli,1683.0,3,140.0,3,162
6541,Kengeri Satellite Town,410.0,1,15.0,1,144
6542,others,1350.0,4,90.0,4,245
6543,Gubbalala,1475.0,2,80.0,2,89
6544,Kengeri Satellite Town,1120.0,2,49.0,2,144
6545,KR Puram,1150.0,2,42.0,2,122
6546,Yeshwanthpur,1165.0,2,85.0,2,244
6547,Harlur,1756.0,3,134.0,3,97
6548,Ambedkar Nagar,1409.0,2,95.0,2,14
6549,Mahadevpura,1212.0,2,56.9,2,164
6550,Hegde Nagar,2087.01,3,115.0,3,100
6551,Jalahalli East,1150.0,1,34.1,1,119
6552,Sarjapur  Road,1700.0,3,118.0,3,207
6553,others,2562.5,3,91.855,3,245
6554,Raja Rajeshwari Nagar,1110.0,2,52.0,2,197
6555,Chikka Tirupathi,2704.0,5,105.0,4,60
6556,others,3760.0,2,280.0,2,245
6557,Bhoganhalli,1205.0,2,64.47,2,46
6558,Dasanapura,2400.0,5,100.0,4,66
6559,others,850.0,2,34.0,2,245
6560,Raja Rajeshwari Nagar,1580.0,3,83.74,3,197
6561,Whitefield,1216.0,2,84.03,2,239
6562,KR Puram,4600.0,9,200.0,9,122
6563,Hebbal,1040.0,2,55.0,2,98
6564,others,1260.0,2,49.0,3,245
6565,Kanakpura Road,1498.0,3,74.9,3,135
6566,Vidyaranyapura,1200.0,2,65.0,3,234
6567,Electronic City,1355.0,2,72.9,2,78
6568,others,1450.0,3,65.0,3,245
6569,Whitefield,1240.0,2,70.0,2,239
6570,Kanakpura Road,1300.0,2,55.0,3,135
6571,Ambedkar Nagar,1950.0,4,120.0,3,14
6572,OMBR Layout,1101.0,2,66.0,2,186
6573,Whitefield,1216.0,2,72.5,2,239
6574,others,2100.0,3,70.0,3,245
6575,Ananth Nagar,1470.0,3,54.0,3,17
6576,Bannerghatta Road,1365.0,3,76.18,3,37
6577,Hosa Road,1364.0,2,64.79,2,107
6578,Banashankari Stage VI,1180.0,2,59.47,2,33
6579,7th Phase JP Nagar,1800.0,3,130.0,3,7
6580,Kothannur,1350.0,2,42.0,2,153
6581,Thanisandra,1573.0,3,98.0,3,223
6582,others,1620.0,3,95.0,3,245
6583,Doddakallasandra,1072.0,2,42.87,2,72
6584,others,560.0,1,21.0,1,245
6585,others,1156.0,2,46.0,2,245
6586,Kudlu Gate,1336.0,2,86.0,2,156
6587,Marathahalli,3400.0,4,235.0,4,169
6588,Raja Rajeshwari Nagar,1608.0,3,54.51,3,197
6589,Whitefield,1215.0,2,40.0,2,239
6590,Green Glen Layout,1517.0,3,100.0,3,88
6591,Mallasandra,1565.0,2,69.0,2,166
6592,Whitefield,2025.0,4,115.0,3,239
6593,Jalahalli,1057.0,2,34.71,2,118
6594,Sarjapur,1044.0,2,34.0,2,206
6595,Domlur,1695.0,3,125.0,3,75
6596,Ramagondanahalli,1635.0,3,61.0,3,200
6597,others,1140.0,2,56.0,2,245
6598,Electronic City,1150.0,2,35.0,2,78
6599,Yeshwanthpur,1163.0,2,64.08,2,244
6600,Thubarahalli,1418.0,2,65.0,3,225
6601,Varthur,1155.0,2,60.0,2,231
6602,Bannerghatta Road,1115.0,2,78.0,2,37
6603,others,2250.0,3,180.0,3,245
6604,others,1485.0,3,78.0,3,245
6605,others,1350.0,2,45.0,1,245
6606,others,1209.0,2,100.0,2,245
6607,Yelahanka,1445.0,2,82.0,2,241
6608,others,1500.0,3,95.0,3,245
6609,Devarachikkanahalli,1705.0,3,75.0,3,69
6610,Indira Nagar,2200.0,3,160.0,3,115
6611,Bellandur,1830.0,3,90.0,3,43
6612,Electronics City Phase 1,1450.0,3,58.0,3,80
6613,Hoodi,1259.0,2,69.45,2,103
6614,Subramanyapura,1260.0,2,73.0,3,219
6615,Kaggadasapura,2500.0,5,120.0,3,125
6616,Kudlu Gate,1919.0,3,121.0,3,156
6617,Hennur Road,2050.0,3,120.0,3,102
6618,others,1000.0,2,60.0,2,245
6619,Raja Rajeshwari Nagar,1640.0,3,86.8,3,197
6620,others,1488.0,2,65.0,3,245
6621,Chikkalasandra,1265.0,2,53.12,3,62
6622,Hennur,1640.0,3,120.0,3,101
6623,9th Phase JP Nagar,1719.3,2,88.0,3,9
6624,Kaggadasapura,1180.0,2,70.0,2,125
6625,HBR Layout,1700.0,3,110.0,3,93
6626,Kudlu Gate,1464.0,3,56.0,2,156
6627,JP Nagar,1800.0,6,68.0,6,116
6628,Yelahanka,1225.0,2,62.0,2,241
6629,7th Phase JP Nagar,1050.0,2,68.0,2,7
6630,Sarjapur  Road,1691.0,3,120.0,3,207
6631,others,1190.0,2,42.25,2,245
6632,Hormavu,765.0,2,37.49,2,106
6633,Chamrajpet,730.0,1,52.0,2,57
6634,Old Madras Road,1350.0,3,45.9,3,188
6635,Yelahanka New Town,500.0,1,18.0,1,242
6636,7th Phase JP Nagar,1400.0,2,57.0,3,7
6637,Hormavu,1668.0,2,120.0,3,106
6638,Kenchenahalli,700.0,1,35.0,1,142
6639,5th Phase JP Nagar,1485.0,2,66.0,3,5
6640,Kanakpura Road,700.0,2,41.0,2,135
6641,Whitefield,1346.0,2,100.0,3,239
6642,others,1050.0,2,43.5,2,245
6643,1st Block Koramangala,1800.0,3,53.0,3,1
6644,Electronic City,1609.0,3,115.0,3,78
6645,Electronic City,770.0,1,35.0,2,78
6646,Kudlu,1076.0,2,50.0,2,155
6647,Kengeri,1052.0,2,51.0,2,143
6648,Channasandra,1000.0,2,35.0,2,59
6649,Bommasandra Industrial Area,1000.0,2,28.88,2,52
6650,Thanisandra,1262.0,2,83.0,3,223
6651,others,500.0,1,16.0,1,245
6652,Ramagondanahalli,1251.0,2,53.0,2,200
6653,others,1140.0,2,49.0,2,245
6654,Old Madras Road,1157.0,2,47.32,2,188
6655,others,648.0,1,34.0,1,245
6656,Harlur,1197.0,2,78.0,2,97
6657,Raja Rajeshwari Nagar,1500.0,3,51.04,3,197
6658,Kumaraswami Layout,2400.0,2,125.0,3,157
6659,Basaveshwara Nagar,900.0,2,60.0,2,39
6660,Rachenahalli,2710.0,3,170.0,3,196
6661,others,1720.0,2,126.0,3,245
6662,Yelahanka,602.0,1,38.0,1,241
6663,Rachenahalli,1200.0,2,46.5,2,196
6664,others,1100.0,2,45.0,2,245
6665,Kasavanhalli,1476.0,3,105.0,3,138
6666,Thanisandra,1056.0,2,65.0,2,223
6667,others,825.0,2,35.0,2,245
6668,EPIP Zone,1860.0,3,130.0,3,77
6669,Gunjur,1063.0,2,40.0,2,90
6670,Yelahanka,697.0,1,35.0,1,241
6671,Bannerghatta Road,2215.0,3,79.465,3,37
6672,BTM 2nd Stage,1147.0,2,75.0,2,25
6673,Kothanur,3400.0,5,265.0,4,154
6674,others,1080.0,2,64.0,2,245
6675,Doddakallasandra,1010.0,2,40.4,2,72
6676,Brookefield,1270.0,2,95.0,2,54
6677,others,1100.0,2,61.0,2,245
6678,Bellandur,1410.0,3,92.0,2,43
6679,Yelahanka,1065.0,2,41.38,2,241
6680,Hebbal,1315.0,3,65.0,3,98
6681,Kaggadasapura,960.0,2,45.0,2,125
6682,others,800.0,1,29.0,2,245
6683,others,1225.0,2,47.0,2,245
